english,sinhala
I want one!,මට එකක් අවශ්යයි!
I want one.,මට එකක් අවශ්යයි.
I was late.,මම පරක්කුයි.
I was sick.,මට අසනීප වුණා.
I won't go.,මම යන්නේ නැහැ.
I work out.,මම වැඩ කරනවා.
I wrote it.,මම ඒක ලිව්වා.
I'd buy it.,මම එය මිලදී ගන්නම්.
I'll be OK.,මම හොඳින් ඉන්නම්.
I'll do it.,මම ඒක කරන්නම්.
I'll go in.,මම ඇතුලට යන්නම්.
I'm French.,මම ප්රංශ.
I'm a hero.,මම වීරයෙක්.
I'm a liar.,මම බොරුකාරයෙක්.
I'm a twin.,මම ට්වින් කෙනෙක්.
I'm better.,මම හොඳින්.
I'm bushed.,මම හිරිහැර කරනවා.
I'm buying.,මම මිලදී ගන්නවා.
I'm clumsy.,මම අවුල්සහගතයි.
I'm coming.,මම එනවා.
I'm eating.,මම කනවා.
I'm faster.,මම වේගවත්යි.
I'm greedy.,මම කෑදර.
I'm hiding.,මම සැඟවී සිටිමි.
I'm hungry!,මට බඩගිනියි!
I'm hungry.,මට බඩගිනියි.
I'm immune.,මම ප්රතිශක්තිකරණය.
I'm moving.,මම යනවා.
I'm normal.,මම සාමාන්යයි.
I'm scared.,මට බයයි.
I'm single.,මම තනිකඩයි.
I'm skinny.,මම කෙට්ටුයි.
I'm sleepy!,මට නිදිමතයි!
I'm sleepy.,මට නිදිමතයි.
I'm so fat.,මම ගොඩක් මහතයි.
I'm trying.,මම උත්සාහ කරමින් සිටිනවා.
I'm twelve.,මම දොළොස් වෙමි.
I've eaten.,මම කෑවා.
Ignore Tom.,ටොම් නොසලකා හරින්න.
Ignore him.,ඔහුව නොසලකා හරින්න.
Is Tom big?,ටොම් ලොකුද?
Is Tom fat?,ටොම් මේදයද?
Is Tom fun?,ටොම් විනෝදජනකද?
Is Tom hot?,ටොම් උණුසුම්ද?
Is Tom ill?,ටොම් රෝගීද?
Is Tom mad?,ටොම් පිස්සුද?
Is Tom out?,ටොම් ද?
Is he dead?,ඔහු මැරිලාද?
Is he tall?,ඔහු උසද?
Is it free?,එය නොමිලේද?
Is it good?,ඒක හොඳයි?
Is it here?,ඒක මෙතනද?
Is it real?,එය ඇත්තද?
Is it safe?,එය ආරක්ෂිතද?
Is it true?,ඒක ඇත්තද?
Is that OK?,ඒක හරිද?
Is that it?,එයද?
Is that so?,එසේ ද?
Is this OK?,මේක හරිද?
Is this it?,මේ ඒකද?
It happens.,එය සිදු වේ.
It is cold.,එය සීතලයි.
It is mine.,ඒක මගේ.
It's Tom's.,එය ටොම්ගේ.
It's alive.,ඒකට පන තියනවා.
It's empty.,එය හිස් ය.
It's great.,එය විශිෂ්ටයි.
It's green.,එය කොළ පාටයි.
It's magic.,එය මැජික්.
It's my CD.,එය මගේ සංයුක්ත තැටියයි.
It's night.,එය රාත්රියයි.
It's on me.,ඒ මා මත ය.
It's ready.,එය සූදානම්.
It's right.,ඒක හරි.
It's there.,එය තියෙනවා.
It's white.,එය සුදු ය.
It's windy.,සුළං සහිතයි.
It's yours.,එය ඔබගේ ය.
Jesus wept.,යේසුස් හැ pt ුවා.
Just do it.,හුදෙක් එය කරන්න.
Keep it up!,එය පවත්වා ගෙන යන්න!
Keep notes.,සටහන් තබා ගන්න.
Keep quiet!,නිශ්ශබ්දව සිටින්න!
Keep still.,නිශ්චලව සිටින්න.
Leave town.,නගරය තබන්න.
Let Tom go.,ටොම් යන්න දෙන්න.
Let Tom in.,ටොම් ඇතුලට යන්න දෙන්න.
Let him go!,ඔහුට යන්න දෙන්න!
Let him go.,ඔහුට යන්න දෙන්න.
Let him in.,ඔහුට ඇතුළට යන්න දෙන්න.
Let me out!,මට එළියට යන්න දෙන්න!
Let me pay.,මට ගෙවීමට ඉඩ දෙන්න.
Let me see.,කෝ මම බලන්න.
Let's chat.,අපි කතා කරමු.
Let's kiss.,අපි සිපගන්නෙමු.
Let's play.,අපි ක්රීඩා කරමු.
Let's quit.,අපි ඉවත්වමු.
Let's sing.,ගයමු.
Let's swim.,අපි පීනමු.
Let's talk.,අපි කතා කරමු.
Let's vote.,ඡන්දය දෙන්න.
Let's walk.,අපි ඇවිදින්නෙමු.
Let's work.,අපි වැඩ කරමු.
Lift it up.,එය ඔසවන්න.
Look again.,නැවත බලන්න.
Look ahead.,ඉදිරිය බලන්න.
Look at it.,එය දෙස බලන්න.
Look at me.,මා දෙස බලන්න.
Look at us.,අප දිහා බලන්න.
Look it up.,එය බලන්න.
Look there.,එතන බලන්න.
Love lasts.,ආදරය පවතිනු ඇත.
Mama cried.,අම්මා කෑගැසුවා.
No comment.,ප්රතිචාරයක් නැත.
No kidding?,විහිළුවක් නැද්ද?
No problem!,ප්රශ්නයක් නැහැ!
No problem.,ප්රශ්නයක් නැහැ.
Please sit.,කරුණාකර වාඩිවෙන්න.
Quiet down.,නිහ quiet ව.
Replace it.,එය වෙනුවට.
Say cheese.,චීස් කියන්න.
Say please.,කරුණාකර කියන්න.
She is old.,ඇය වයස වේ.
She smiled.,ඇය සිනාසුණා.
She's busy.,ඇය කාර්යබහුලයි.
She's nice.,ඇය හොඳයි.
Sing along.,ගායනා කරන්න.
Smell this.,මෙය ගඳ ගසන්න.
Stand back!,නැවත නැගී සිටින්න!
Start here.,මෙතනින් පටන්ගන්න.
Start over.,නැවත ආරම්භ කරන්න.
Stay alert.,අවදියෙන් සිටින්න.
Stay awake.,අවදියෙන් සිටින්න.
Stay close.,සමීපව සිටින්න.
Stay sharp.,තියුණු ලෙස රැඳී සිටින්න.
Stay still.,නිශ්චලව සිටින්න.
Stay there.,එහෙ ඉන්න.
Step aside.,පසෙකට යන්න.
Step on it!,එය මතට යන්න!
Stop lying.,බොරු කීම නවත්වන්න.
Stop there.,එතනම නවත්වන්න.
Study hard.,වෙහෙස මහන්සි වී ඉගෙන ගන්න.
Take a bus.,බස් එකක් ගන්න.
Take notes.,සටහන් ගන්න.
Take these.,මේවා ගන්න.
Talk to me!,මට කථා කරන්න!
Taste this.,මෙය රස බලන්න.
That a boy!,පිරිමි ළමයෙක්!
That hurts.,ඒ රිදෙනවා.
That works.,ඒක වැඩ කරනවා.
That'll do.,ඒක කරන්නම්.
That's Tom.,ඒ ටොම්.
That's her.,ඒ ඇය.
That's him.,ඒ ඔහු.
That's his.,ඒ ඔහුගේ.
That's new.,ඒක අලුත්.
That's wet.,ඒක තෙත්.
They cheat.,ඔවුන් වංචා කරනවා.
They stood.,ඔවුන් සිටගෙන සිටියා.
They tried.,ඔවුන් උත්සාහ කළා.
They voted.,ඔවුන් ඡන්දය දුන්නා.
They're in.,ඔවුන් ඇතුලට ආවා.
This is OK.,මේක හරි.
This is it.,මේ එයයි.
This works.,මෙය ක්රියාත්මක වේ.
This'll do.,මේකෙන්.
Time flies.,කාලය මැස්සන්.
Time is up.,කාලය හරිය.
Tom agreed.,ටොම් එකඟ විය.
Tom agrees.,ටොම් ඊට එකඟයි.
Tom bit me.,ටොම් මට ටිකක්.
Tom burped.,ටොම් පිළිස්සී ඇත.
Tom called.,ටොම් කැඳෙව්වා.
Tom cheats.,ටොම් වංචා.
Tom danced.,ටොම් නැටුවා.
Tom dances.,ටොම් නැටුම්.
Tom did it.,ටොම් එය කළා.
Tom drinks.,ටොම් බීම.
Tom drives.,ටොම් ඩ්රයිව්.
Tom failed.,ටොම් අසමත් විය.
Tom forgot.,ටොම් අමතකයි.
Tom fought.,ටොම් සටන් කළා.
Tom gasped.,ටොම් ගෑස්.
Tom goofed.,ටොම් ගොරෝසු.
Tom got up.,ටොම් නැගිට්ටා.
Tom helped.,ටොම් උදව් කළා.
Tom hit me.,ටොම් මට පහර දුන්නා.
Tom is bad.,ටොම් නරකයි.
Tom is big.,ටොම් ලොකුයි.
Tom is fat.,ටොම් මේදය.
Tom is fun.,ටොම් විනෝදජනකයි.
Tom is ill.,ටොම් අසනීපයි.
Tom is mad.,ටොම් පිස්සු.
Tom is new.,ටොම් අලුත් ය.
Tom is odd.,ටොම් යනු අමුතුයි.
Tom is old.,ටොම් පරණයි.
Tom is out.,ටොම් ඉවරයි.
Tom is sad.,ටොම් දුකයි.
Tom is shy.,ටොම් ලැජ්ජයි.
Tom is wet.,ටොම් තෙත් වේ.
Tom jumped.,ටොම් පැන්නා.
Tom looked.,ටොම් බැලුවා.
Tom moaned.,ටොම් හාවා.
Tom nodded.,ටොම් තිගැස්ස.
Tom obeyed.,ටොම් කීකරු වෙනවා.
Tom paused.,ටොම් විරාමයක්.
Tom phoned.,ටොම් දුරකථන ඇමතුමක්.
Tom prayed.,ටොම් යාච් ed ා කළා.
Tom saw it.,ටොම් එය දුටුවා.
Tom saw me.,ටොම් මාව දුටුවා.
Tom saw us.,ටොම් අපිව දැක්කා.
Tom shaved.,ටොම් රැවුල කපන්න.
Tom sighed.,ටොම් සුසුම්ලයි.
Tom smiled.,ටොම් සිනාසුණේය.
Tom snores.,ටොම් ස්නෝර්ස්.
Tom stayed.,ටොම් රැඳී සිටියේය.
Tom talked.,ටොම් කතා කළා.
Tom waited.,ටොම් බලා සිටියේය.
Tom walked.,ටොම් ඇවිද ගියේය.
Tom was OK.,ටොම් හරි.
Tom winked.,ටොම් වින්ඩ්.
Tom worked.,ටොම් වැඩ කළා.
Tom yawned.,ටොම් කෑගැසුවා.
Tom yelled.,ටොම් කෑගැසුවා.
Tom'll cry.,ටොම් අ .නවා.
Tom'll die.,ටොම් මිය යයි.
Tom'll pay.,ටොම් ගෙවනු ලැබේ.
Tom's busy.,ටොම්ගේ කාර්යබහුලයි.
Tom's dead.,ටොම් මියගොස් ඇත.
Tom's deaf.,ටොම්ගේ බිහිරි.
Tom's died.,ටොම් මිය ගියේය.
Tom's fast.,ටොම්ගේ උපවාසය.
Tom's free.,ටොම්ගේ නොමිලේ.
Tom's glad.,ටොම් සතුටුයි.
Tom's gone.,ටොම් ගිහින්.
Tom's here.,ටොම් මෙතන.
Tom's home.,ටොම්ගේ ගෙදර.
Tom's hurt.,ටොම්ගේ රිදෙනවා.
Tom's left.,ටොම්ගේ වම්.
Tom's mean.,ටොම්ගේ මධ්යන්යය.
Tom's safe.,ටොම්ගේ ආරක්ෂිතයි.
Tom's shot.,ටොම්ගේ වෙඩි පහර.
Tom's sick.,ටොම්ගේ අසනීපයි.
Tom's ugly.,ටොම්ගේ කැතයි.
Tom's weak.,ටොම්ගේ දුර්වලයි.
Tom's well.,ටොම්ගේ ළිඳ.
Try it out.,එය අත්හදා බලන්න.
Turn it on.,එය සක්රිය කරන්න.
Turn right.,දකුණට හරවන්න.
Was he Tom?,ඔහු ටොම්ද?
Was it fun?,එය විනෝදජනකද?
Watch this.,මේක බලන්න.
